t,x_planet,y_planet,x_sputnik,y_sputnik,vx_planet,vy_planet,vx_sputnik,vy_sputnik,energy
1.877507080368961e+07,7.417020393503492e+11,2.400651296663063e+11,-8.129633406008582e+11,-1.847657442983173e+11,-4.049066484616156e+03,1.236082149871160e+04,-7.889799836558440e+04,-2.688535445052214e+04,-1.642369237916784e+35
1.881254599491454e+07,7.415501531793344e+11,2.405283063224099e+11,-8.159199270529818e+11,-1.857732482768956e+11,-4.056891681702471e+03,1.235828603078845e+04,-7.889100922896538e+04,-2.688376448072064e+04,-1.642369237916784e+35
1.885002118613946e+07,7.413979737866382e+11,2.409913878694852e+11,-8.188762525678219e+11,-1.867806928409705e+11,-4.064715326544038e+03,1.235574565934580e+04,-7.888407239912165e+04,-2.688218356743348e+04,-1.642369237916784e+35
1.888749637736439e+07,7.412455012304879e+11,2.414543741237889e+11,-8.218323190945730e+11,-1.877880783286109e+11,-4.072537416131228e+03,1.235320038528904e+04,-7.887718728983006e+04,-2.688061164002408e+04,-1.642369237916783e+35
1.892497156858932e+07,7.410927355692233e+11,2.419172649016116e+11,-8.247881285606248e+11,-1.887954050752504e+11,-4.080357947454887e+03,1.235065020952534e+04,-7.887035332359686e+04,-2.687904862845950e+04,-1.642369237916783e+35
1.896244675981425e+07,7.409396768612969e+11,2.423800600192779e+11,-8.277436828718862e+11,-1.898026734137090e+11,-4.088176917506332e+03,1.234809513296365e+04,-7.886356993149593e+04,-2.687749446330735e+04,-1.642369237916782e+35
1.899992195103918e+07,7.407863251652740e+11,2.428427592931464e+11,-8.306989839131039e+11,-1.908098836742161e+11,-4.095994323277353e+03,1.234553515651465e+04,-7.885683655301058e+04,-2.687594907573275e+04,-1.642369237916783e+35
1.903739714226411e+07,7.406326805398329e+11,2.433053625396102e+11,-8.336540335481741e+11,-1.918170361844326e+11,-4.103810161760214e+03,1.234297028109082e+04,-7.885015263587887e+04,-2.687441239749499e+04,-1.642369237916783e+35
1.907487233348904e+07,7.404787430437642e+11,2.437678695750962e+11,-8.366088336204491e+11,-1.928241312694730e+11,-4.111624429947656e+03,1.234040050760639e+04,-7.884351763594238e+04,-2.687288436094425e+04,-1.642369237916783e+35
1.911234752471397e+07,7.403245127359713e+11,2.442302802160659e+11,-8.395633859530385e+11,-1.938311692519278e+11,-4.119437124832892e+03,1.233782583697735e+04,-7.883693101699818e+04,-2.687136489901814e+04,-1.642369237916784e+35
1.914982271593890e+07,7.401699896754706e+11,2.446925942790150e+11,-8.425176923491041e+11,-1.948381504518853e+11,-4.127248243409615e+03,1.233524627012149e+04,-7.883039225065407e+04,-2.686985394523821e+04,-1.642369237916784e+35
1.918729790716382e+07,7.400151739213906e+11,2.451548115804738e+11,-8.454717545921505e+11,-1.958450751869532e+11,-4.135057782671996e+03,1.233266180795832e+04,-7.882390081618703e+04,-2.686835143370633e+04,-1.642369237916783e+35
1.922477309838875e+07,7.398600655329729e+11,2.456169319370070e+11,-8.484255744463096e+11,-1.968519437722808e+11,-4.142865739614684e+03,1.233007245140915e+04,-7.881745620040462e+04,-2.686685729910107e+04,-1.642369237916784e+35
1.926224828961368e+07,7.397046645695715e+11,2.460789551652136e+11,-8.513791536566201e+11,-1.978587565205798e+11,-4.150672111232805e+03,1.232747820139703e+04,-7.881105789750945e+04,-2.686537147667390e+04,-1.642369237916784e+35
1.929972348083861e+07,7.395489710906531e+11,2.465408810817277e+11,-8.543324939493027e+11,-1.988655137421465e+11,-4.158476894521970e+03,1.232487905884679e+04,-7.880470540896658e+04,-2.686389390224549e+04,-1.642369237916783e+35
1.933719867206354e+07,7.393929851557968e+11,2.470027095032177e+11,-8.572855970320292e+11,-1.998722157448824e+11,-4.166280086478270e+03,1.232227502468503e+04,-7.879839824337364e+04,-2.686242451220177e+04,-1.642369237916783e+35
1.937467386328847e+07,7.392367068246943e+11,2.474644402463871e+11,-8.602384645941875e+11,-2.008788628343157e+11,-4.174081684098278e+03,1.231966609984011e+04,-7.879213591633388e+04,-2.686096324349010e+04,-1.642369237916784e+35
1.941214905451340e+07,7.390801361571501e+11,2.479260731279738e+11,-8.631910983071423e+11,-2.018854553136221e+11,-4.181881684379050e+03,1.231705228524213e+04,-7.878591795033180e+04,-2.685951003361529e+04,-1.642369237916783e+35
1.944962424573833e+07,7.389232732130811e+11,2.483876079647511e+11,-8.661434998244902e+11,-2.028919934836458e+11,-4.189680084318127e+03,1.231443358182300e+04,-7.877974387461151e+04,-2.685806482063563e+04,-1.642369237916783e+35
1.948709943696326e+07,7.387661180525165e+11,2.488490445735267e+11,-8.690956707823110e+11,-2.038984776429198e+11,-4.197476880913537e+03,1.231180999051637e+04,-7.877361322505752e+04,-2.685662754315887e+04,-1.642369237916782e+35
1.952457462818819e+07,7.386086707355981e+11,2.493103827711438e+11,-8.720476127994142e+11,-2.049049080876868e+11,-4.205272071163790e+03,1.230918151225763e+04,-7.876752554407822e+04,-2.685519814033810e+04,-1.642369237916784e+35
1.956204981941311e+07,7.384509313225806e+11,2.497716223744804e+11,-8.749993274775813e+11,-2.059112851119193e+11,-4.213065652067889e+03,1.230654814798399e+04,-7.876148038049166e+04,-2.685377655186775e+04,-1.642369237916783e+35
1.959952501063804e+07,7.382928998738303e+11,2.502327632004497e+11,-8.779508164018043e+11,-2.069176090073402e+11,-4.220857620625319e+03,1.230390989863437e+04,-7.875547728941379e+04,-2.685236271797941e+04,-1.642369237916783e+35
1.963700020186297e+07,7.381345764498268e+11,2.506938050660003e+11,-8.809020811405193e+11,-2.079238800634422e+11,-4.228647973836059e+03,1.230126676514948e+04,-7.874951583214897e+04,-2.685095657943772e+04,-1.642369237916782e+35
1.967447539308790e+07,7.379759611111615e+11,2.511547477881159e+11,-8.838531232458363e+11,-2.089300985675082e+11,-4.236436708700576e+03,1.229861874847180e+04,-7.874359557608287e+04,-2.684955807753616e+04,-1.642369237916782e+35
1.971195058431283e+07,7.378170539185385e+11,2.516155911838156e+11,-8.868039442537655e+11,-2.099362648046310e+11,-4.244223822219827e+03,1.229596584954556e+04,-7.873771609457741e+04,-2.684816715409295e+04,-1.642369237916782e+35
1.974942577553776e+07,7.376578549327742e+11,2.520763350701538e+11,-8.897545456844391e+11,-2.109423790577327e+11,-4.252009311395262e+03,1.229330806931674e+04,-7.873187696686805e+04,-2.684678375144677e+04,-1.642369237916783e+35
1.978690096676269e+07,7.374983642147974e+11,2.525369792642207e+11,-8.927049290423293e+11,-2.119484416075843e+11,-4.259793173228824e+03,1.229064540873311e+04,-7.872607777796303e+04,-2.684540781245262e+04,-1.642369237916782e+35
1.982437615798762e+07,7.373385818256492e+11,2.529975235831418e+11,-8.956550958164635e+11,-2.129544527328247e+11,-4.267575404722950e+03,1.228797786874420e+04,-7.872031811854480e+04,-2.684403928047758e+04,-1.642369237916782e+35
1.986185134921255e+07,7.371785078264830e+11,2.534579678440782e+11,-8.986050474806343e+11,-2.139604127099803e+11,-4.275356002880570e+03,1.228530545030128e+04,-7.871459758487339e+04,-2.684267809939657e+04,-1.642369237916781e+35
1.989932654043747e+07,7.370181422785647e+11,2.539183118642268e+11,-9.015547854936071e+11,-2.149663218134833e+11,-4.283134964705112e+03,1.228262815435741e+04,-7.870891577869175e+04,-2.684132421358815e+04,-1.642369237916781e+35
1.993680173166240e+07,7.368574852432721e+11,2.543785554608202e+11,-9.045043112993240e+11,-2.159721803156911e+11,-4.290912287200497e+03,1.227994598186738e+04,-7.870327230713303e+04,-2.683997756793029e+04,-1.642369237916781e+35
1.997427692288733e+07,7.366965367820957e+11,2.548386984511268e+11,-9.074536263271038e+11,-2.169779884869047e+11,-4.298687967371148e+03,1.227725893378777e+04,-7.869766678262973e+04,-2.683863810779613e+04,-1.642369237916781e+35
2.001175211411226e+07,7.365352969566379e+11,2.552987406524510e+11,-9.104027319918391e+11,-2.179837465953870e+11,-4.306462002221983e+03,1.227456701107691e+04,-7.869209882282470e+04,-2.683730577904974e+04,-1.642369237916781e+35
2.004922730533719e+07,7.363737658286136e+11,2.557586818821329e+11,-9.133516296941898e+11,-2.189894549073813e+11,-4.314234388758421e+03,1.227187021469490e+04,-7.868656805048387e+04,-2.683598052804196e+04,-1.642369237916782e+35
2.008670249656212e+07,7.362119434598499e+11,2.562185219575488e+11,-9.163003208207736e+11,-2.199951136871295e+11,-4.322005123986381e+03,1.226916854560359e+04,-7.868107409341075e+04,-2.683466230160608e+04,-1.642369237916781e+35
2.012417768778705e+07,7.360498299122858e+11,2.566782606961111e+11,-9.192488067443530e+11,-2.210007231968901e+11,-4.329774204912282e+03,1.226646200476660e+04,-7.867561658436268e+04,-2.683335104705374e+04,-1.642369237916781e+35
2.016165287901198e+07,7.358874252479727e+11,2.571378979152682e+11,-9.221970888240198e+11,-2.220062836969559e+11,-4.337541628543047e+03,1.226375059314930e+04,-7.867019516096869e+04,-2.683204671217065e+04,-1.642369237916781e+35
2.019912807023691e+07,7.357247295290741e+11,2.575974334325049e+11,-9.251451684053757e+11,-2.230117954456718e+11,-4.345307391886102e+03,1.226103431171883e+04,-7.866480946564903e+04,-2.683074924521243e+04,-1.642369237916781e+35
2.023660326146184e+07,7.355617428178658e+11,2.580568670653421e+11,-9.280930468207107e+11,-2.240172586994523e+11,-4.353071491949375e+03,1.225831316144409e+04,-7.865945914553618e+04,-2.682945859490042e+04,-1.642369237916781e+35
2.027407845268676e+07,7.353984651767356e+11,2.585161986313372e+11,-9.310407253891780e+11,-2.250226737127990e+11,-4.360833925741302e+03,1.225558714329574e+04,-7.865414385239761e+04,-2.682817471041756e+04,-1.642369237916781e+35
2.031155364391169e+07,7.352348966681832e+11,2.589754279480837e+11,-9.339882054169663e+11,-2.260280407383174e+11,-4.368594690270822e+03,1.225285625824621e+04,-7.864886324255988e+04,-2.682689754140414e+04,-1.642369237916781e+35
2.034902883513662e+07,7.350710373548207e+11,2.594345548332120e+11,-9.369354881974696e+11,-2.270333600267346e+11,-4.376353782547382e+03,1.225012050726966e+04,-7.864361697683428e+04,-2.682562703795379e+04,-1.642369237916781e+35
2.038650402636155e+07,7.349068872993721e+11,2.598935791043888e+11,-9.398825750114535e+11,-2.280386318269157e+11,-4.384111199580938e+03,1.224737989134204e+04,-7.863840472044398e+04,-2.682436315060924e+04,-1.642369237916781e+35
2.042397921758648e+07,7.347424465646735e+11,2.603525005793174e+11,-9.428294671272192e+11,-2.290438563858808e+11,-4.391866938381953e+03,1.224463441144105e+04,-7.863322614295250e+04,-2.682310583035831e+04,-1.642369237916781e+35
2.046145440881141e+07,7.345777152136729e+11,2.608113190757378e+11,-9.457761658007653e+11,-2.300490339488215e+11,-4.399620995961401e+03,1.224188406854615e+04,-7.862808091819359e+04,-2.682185502862979e+04,-1.642369237916780e+35
2.049892960003634e+07,7.344126933094304e+11,2.612700344114268e+11,-9.487226722759457e+11,-2.310541647591174e+11,-4.407373369330765e+03,1.223912886363856e+04,-7.862296872420257e+04,-2.682061069728937e+04,-1.642369237916780e+35
2.053640479126127e+07,7.342473809151182e+11,2.617286464041979e+11,-9.516689877846267e+11,-2.320592490583524e+11,-4.415124055502041e+03,1.223636879770125e+04,-7.861788924314879e+04,-2.681937278863561e+04,-1.642369237916781e+35
2.057387998248620e+07,7.340817780940203e+11,2.621871548719016e+11,-9.546151135468401e+11,-2.330642870863308e+11,-4.422873051487738e+03,1.223360387171895e+04,-7.861284216126958e+04,-2.681814125539592e+04,-1.642369237916781e+35
2.061135517371112e+07,7.339158849095326e+11,2.626455596324253e+11,-9.575610507709346e+11,-2.340692790810932e+11,-4.430620354300875e+03,1.223083408667818e+04,-7.860782716880536e+04,-2.681691605072257e+04,-1.642369237916782e+35
2.064883036493605e+07,7.337497014251632e+11,2.631038605036932e+11,-9.605068006537246e+11,-2.350742252789328e+11,-4.438365960954990e+03,1.222805944356718e+04,-7.860284395993598e+04,-2.681569712818868e+04,-1.642369237916782e+35
2.068630555616098e+07,7.335832277045319e+11,2.635620573036669e+11,-9.634523643806367e+11,-2.360791259144104e+11,-4.446109868464132e+03,1.222527994337596e+04,-7.859789223271834e+04,-2.681448444178432e+04,-1.642369237916781e+35
2.072378074738591e+07,7.334164638113702e+11,2.640201498503449e+11,-9.663977431258539e+11,-2.370839812203706e+11,-4.453852073842871e+03,1.222249558709629e+04,-7.859297168902510e+04,-2.681327794591252e+04,-1.642369237916782e+35
2.076125593861084e+07,7.332494098095220e+11,2.644781379617629e+11,-9.693429380524572e+11,-2.380887914279567e+11,-4.461592574106288e+03,1.221970637572171e+04,-7.858808203448467e+04,-2.681207759538543e+04,-1.642369237916782e+35
2.079873112983577e+07,7.330820657629426e+11,2.649360214559941e+11,-9.722879503125654e+11,-2.390935567666264e+11,-4.469331366269988e+03,1.221691231024750e+04,-7.858322297842219e+04,-2.681088334542041e+04,-1.642369237916782e+35
2.083620632106070e+07,7.329144317356993e+11,2.653938001511487e+11,-9.752327810474729e+11,-2.400982774641665e+11,-4.477068447350092e+03,1.221411339167070e+04,-7.857839423380169e+04,-2.680969515163616e+04,-1.642369237916782e+35
2.087368151228563e+07,7.327465077919712e+11,2.658514738653746e+11,-9.781774313877843e+11,-2.411029537467082e+11,-4.484803814363242e+03,1.221130962099012e+04,-7.857359551716939e+04,-2.680851297004892e+04,-1.642369237916782e+35
2.091115670351056e+07,7.325782939960491e+11,2.663090424168569e+11,-9.811219024535482e+11,-2.421075858387417e+11,-4.492537464326600e+03,1.220850099920631e+04,-7.856882654859791e+04,-2.680733675706869e+04,-1.642369237916782e+35
2.094863189473549e+07,7.324097904123357e+11,2.667665056238185e+11,-9.840661953543879e+11,-2.431121739631311e+11,-4.500269394257849e+03,1.220568752732160e+04,-7.856408705163164e+04,-2.680616646949540e+04,-1.642369237916782e+35
2.098610708596041e+07,7.322409971053455e+11,2.672238633045195e+11,-9.870103111896309e+11,-2.441167183411286e+11,-4.507999601175198e+03,1.220286920634005e+04,-7.855937675323310e+04,-2.680500206451522e+04,-1.642369237916782e+35
2.102358227718534e+07,7.320719141397045e+11,2.676811152772582e+11,-9.899542510484355e+11,-2.451212191923893e+11,-4.515728082097377e+03,1.220004603726749e+04,-7.855469538373024e+04,-2.680384349969680e+04,-1.642369237916782e+35
2.106105746841027e+07,7.319025415801506e+11,2.681382613603701e+11,-9.928980160099166e+11,-2.461256767349853e+11,-4.523454834043642e+03,1.219721802111152e+04,-7.855004267676477e+04,-2.680269073298763e+04,-1.642369237916782e+35
2.109853265963520e+07,7.317328794915334e+11,2.685953013722289e+11,-9.958416071432683e+11,-2.471300911854196e+11,-4.531179854033773e+03,1.219438515888147e+04,-7.854541836924141e+04,-2.680154372271031e+04,-1.642369237916782e+35
2.113600785086013e+07,7.315629279388141e+11,2.690522351312460e+11,-9.987850255078856e+11,-2.481344627586407e+11,-4.538903139088078e+03,1.219154745158845e+04,-7.854082220127805e+04,-2.680040242755899e+04,-1.642369237916781e+35
2.117348304208506e+07,7.313926869870654e+11,2.695090624558705e+11,-1.001728272153484e+12,-2.491387916680556e+11,-4.546624686227393e+03,1.218870490024531e+04,-7.853625391615687e+04,-2.679926680659572e+04,-1.642369237916782e+35
2.121095823330999e+07,7.312221567014720e+11,2.699657831645899e+11,-1.004671348120216e+12,-2.501430781255443e+11,-4.554344492473080e+03,1.218585750586665e+04,-7.853171326027633e+04,-2.679813681924689e+04,-1.642369237916782e+35
2.124843342453492e+07,7.310513371473301e+11,2.704223970759295e+11,-1.007614254438790e+12,-2.511473223414729e+11,-4.562062554847033e+03,1.218300526946885e+04,-7.852719998310400e+04,-2.679701242529968e+04,-1.642369237916782e+35
2.128590861575985e+07,7.308802283900472e+11,2.708789040084528e+11,-1.010556992130581e+12,-2.521515245247073e+11,-4.569778870371676e+03,1.218014819207003e+04,-7.852271383713027e+04,-2.679589358489855e+04,-1.642369237916781e+35
2.132338380698477e+07,7.307088304951428e+11,2.713353037807614e+11,-1.013499562207743e+12,-2.531556848826265e+11,-4.577493436069962e+03,1.217728627469007e+04,-7.851825457782291e+04,-2.679478025854172e+04,-1.642369237916782e+35
2.136085899820970e+07,7.305371435282477e+11,2.717915962114952e+11,-1.016441965673325e+12,-2.541598036211357e+11,-4.585206248965377e+03,1.217441951835059e+04,-7.851382196358242e+04,-2.679367240707777e+04,-1.642369237916781e+35
2.139833418943463e+07,7.303651675551041e+11,2.722477811193326e+11,-1.019384203521374e+12,-2.551638809446792e+11,-4.592917306081942e+03,1.217154792407499e+04,-7.850941575569818e+04,-2.679256999170218e+04,-1.642369237916782e+35
2.143580938065956e+07,7.301929026415662e+11,2.727038583229901e+11,-1.022326276737043e+12,-2.561679170562539e+11,-4.600626604444210e+03,1.216867149288840e+04,-7.850503571830541e+04,-2.679147297395390e+04,-1.642369237916781e+35
2.147328457188449e+07,7.300203488535991e+11,2.731598276412227e+11,-1.025268186296703e+12,-2.571719121574215e+11,-4.608334141077270e+03,1.216579022581772e+04,-7.850068161834289e+04,-2.679038131571203e+04,-1.642369237916782e+35
2.151075976310942e+07,7.298475062572799e+11,2.736156888928242e+11,-1.028209933168038e+12,-2.581758664483214e+11,-4.616039913006746e+03,1.216290412389160e+04,-7.849635322551138e+04,-2.678929497919247e+04,-1.642369237916781e+35
2.154823495433435e+07,7.296743749187969e+11,2.740714418966265e+11,-1.031151518310156e+12,-2.591797801276836e+11,-4.623743917258800e+03,1.216001318814045e+04,-7.849205031223287e+04,-2.678821392694455e+04,-1.642369237916781e+35
2.158571014555928e+07,7.295009549044497e+11,2.745270864715007e+11,-1.034092942673686e+12,-2.601836533928404e+11,-4.631446150860132e+03,1.215711741959642e+04,-7.848777265361045e+04,-2.678713812184786e+04,-1.642369237916781e+35
2.162318533678421e+07,7.293272462806497e+11,2.749826224363561e+11,-1.037034207200879e+12,-2.611874864397395e+11,-4.639146610837978e+03,1.215421681929343e+04,-7.848352002738899e+04,-2.678606752710889e+04,-1.642369237916781e+35
2.166066052800914e+07,7.291532491139192e+11,2.754380496101411e+11,-1.039975312825703e+12,-2.621912794629556e+11,-4.646845294220117e+03,1.215131138826714e+04,-7.847929221391643e+04,-2.678500210625786e+04,-1.642369237916781e+35
2.169813571923406e+07,7.289789634708923e+11,2.758933678118429e+11,-1.042916260473947e+12,-2.631950326557029e+11,-4.654542198034867e+03,1.214840112755496e+04,-7.847508899610575e+04,-2.678394182314553e+04,-1.642369237916781e+35
2.173561091045899e+07,7.288043894183145e+11,2.763485768604875e+11,-1.045857051063309e+12,-2.641987462098467e+11,-4.662237319311088e+03,1.214548603819607e+04,-7.847091015939768e+04,-2.678288664194003e+04,-1.642369237916781e+35
2.177308610168392e+07,7.286295270230421e+11,2.768036765751400e+11,-1.048797685503494e+12,-2.652024203159154e+11,-4.669930655078182e+03,1.214256612123139e+04,-7.846675549172396e+04,-2.678183652712371e+04,-1.642369237916780e+35
2.181056129290885e+07,7.284543763520432e+11,2.772586667749044e+11,-1.051738164696307e+12,-2.662060551631122e+11,-4.677622202366095e+03,1.213964137770361e+04,-7.846262478347133e+04,-2.678079144349003e+04,-1.642369237916781e+35
2.184803648413378e+07,7.282789374723971e+11,2.777135472789239e+11,-1.054678489535740e+12,-2.672096509393270e+11,-4.685311958205317e+03,1.213671180865714e+04,-7.845851782744606e+04,-2.677975135614055e+04,-1.642369237916780e+35
2.188551167535871e+07,7.281032104512942e+11,2.781683179063809e+11,-1.057618660908070e+12,-2.682132078311471e+11,-4.692999919626883e+03,1.213377741513816e+04,-7.845443441883917e+04,-2.677871623048179e+04,-1.642369237916780e+35
2.192298686658364e+07,7.279271953560364e+11,2.786229784764971e+11,-1.060558679691938e+12,-2.692167260238694e+11,-4.700686083662375e+03,1.213083819819462e+04,-7.845037435519217e+04,-2.677768603222227e+04,-1.642369237916780e+35
2.196046205780857e+07,7.277508922540365e+11,2.790775288085332e+11,-1.063498546758443e+12,-2.702202057015114e+11,-4.708370447343922e+03,1.212789415887620e+04,-7.844633743636344e+04,-2.677666072736951e+04,-1.642369237916781e+35
2.199793724903350e+07,7.275743012128188e+11,2.795319687217896e+11,-1.066438262971230e+12,-2.712236470468219e+11,-4.716053007704201e+03,1.212494529823433e+04,-7.844232346449520e+04,-2.677564028222708e+04,-1.642369237916781e+35
2.203541244025842e+07,7.273974223000189e+11,2.799862980356060e+11,-1.069377829186566e+12,-2.722270502412929e+11,-4.723733761776438e+03,1.212199161732220e+04,-7.843833224398103e+04,-2.677462466339163e+04,-1.642369237916781e+35
2.207288763148335e+07,7.272202555833832e+11,2.804405165693616e+11,-1.072317246253432e+12,-2.732304154651697e+11,-4.731412706594408e+03,1.211903311719476e+04,-7.843436358143385e+04,-2.677361383775004e+04,-1.642369237916781e+35
2.211036282270828e+07,7.270428011307693e+11,2.808946241424751e+11,-1.075256515013604e+12,-2.742337428974622e+11,-4.739089839192438e+03,1.211606979890868e+04,-7.843041728565459e+04,-2.677260777247650e+04,-1.642369237916781e+35
2.214783801393321e+07,7.268650590101462e+11,2.813486205744050e+11,-1.078195636301731e+12,-2.752370327159555e+11,-4.746765156605408e+03,1.211310166352242e+04,-7.842649316760134e+04,-2.677160643502969e+04,-1.642369237916781e+35
2.218531320515814e+07,7.266870292895939e+11,2.818025056846495e+11,-1.081134610945419e+12,-2.762402850972205e+11,-4.754438655868749e+03,1.211012871209616e+04,-7.842259104035894e+04,-2.677060979314994e+04,-1.642369237916781e+35
2.222278839638307e+07,7.265087120373033e+11,2.822562792927463e+11,-1.084073439765308e+12,-2.772435002166242e+11,-4.762110334018446e+03,1.210715094569185e+04,-7.841871071910919e+04,-2.676961781485648e+04,-1.642369237916780e+35
2.226026358760800e+07,7.263301073215767e+11,2.827099412182731e+11,-1.087012123575152e+12,-2.782466782483406e+11,-4.769780188091040e+03,1.210416836537318e+04,-7.841485202110153e+04,-2.676863046844462e+04,-1.642369237916781e+35
2.229773877883293e+07,7.261512152108270e+11,2.831634912808477e+11,-1.089950663181892e+12,-2.792498193653605e+11,-4.777448215123626e+03,1.210118097220558e+04,-7.841101476562413e+04,-2.676764772248307e+04,-1.642369237916781e+35
2.233521397005786e+07,7.259720357735786e+11,2.836169293001274e+11,-1.092889059385738e+12,-2.802529237395020e+11,-4.785114412153856e+03,1.209818876725626e+04,-7.840719877397563e+04,-2.676666954581118e+04,-1.642369237916780e+35
2.237268916128279e+07,7.257925690784667e+11,2.840702550958100e+11,-1.095827312980238e+12,-2.812559915414203e+11,-4.792778776219940e+03,1.209519175159415e+04,-7.840340386943714e+04,-2.676569590753630e+04,-1.642369237916781e+35
2.241016435250771e+07,7.256128151942373e+11,2.845234684876331e+11,-1.098765424752354e+12,-2.822590229406182e+11,-4.800441304360646e+03,1.209218992628995e+04,-7.839962987724492e+04,-2.676472677703111e+04,-1.642369237916780e+35
2.244763954373264e+07,7.254327741897477e+11,2.849765692953745e+11,-1.101703395482536e+12,-2.832620181054552e+11,-4.808101993615302e+03,1.208918329241609e+04,-7.839587662456333e+04,-2.676376212393100e+04,-1.642369237916780e+35
2.248511473495757e+07,7.252524461339658e+11,2.854295573388522e+11,-1.104641225944793e+12,-2.842649772031582e+11,-4.815760841023796e+03,1.208617185104677e+04,-7.839214394045834e+04,-2.676280191813143e+04,-1.642369237916780e+35
2.252258992618250e+07,7.250718310959707e+11,2.858824324379246e+11,-1.107578916906762e+12,-2.852679003998305e+11,-4.823417843626577e+03,1.208315560325792e+04,-7.838843165587142e+04,-2.676184612978544e+04,-1.642369237916780e+35
2.256006511740743e+07,7.248909291449523e+11,2.863351944124905e+11,-1.110516469129781e+12,-2.862707878604618e+11,-4.831072998464655e+03,1.208013455012723e+04,-7.838473960359390e+04,-2.676089472930101e+04,-1.642369237916781e+35
2.259754030863236e+07,7.247097403502113e+11,2.867878430824889e+11,-1.113453883368954e+12,-2.872736397489374e+11,-4.838726302579606e+03,1.207710869273413e+04,-7.838106761824172e+04,-2.675994768733858e+04,-1.642369237916780e+35
2.263501549985729e+07,7.245282647811594e+11,2.872403782678994e+11,-1.116391160373222e+12,-2.882764562280480e+11,-4.846377753013569e+03,1.207407803215981e+04,-7.837741553623058e+04,-2.675900497480857e+04,-1.642369237916780e+35
2.267249069108222e+07,7.243465025073191e+11,2.876927997887422e+11,-1.119328300885431e+12,-2.892792374594987e+11,-4.854027346809247e+03,1.207104256948719e+04,-7.837378319575153e+04,-2.675806656286888e+04,-1.642369237916781e+35
2.270996588230715e+07,7.241644535983236e+11,2.881451074650780e+11,-1.122265305642392e+12,-2.902819836039183e+11,-4.861675081009910e+03,1.206800230580096e+04,-7.837017043674698e+04,-2.675713242292246e+04,-1.642369237916779e+35
2.274744107353207e+07,7.239821181239170e+11,2.885973011170084e+11,-1.125202175374953e+12,-2.912846948208686e+11,-4.869320952659394e+03,1.206495724218755e+04,-7.836657710088699e+04,-2.675620252661488e+04,-1.642369237916779e+35
2.278491626475700e+07,7.237994961539541e+11,2.890493805646754e+11,-1.128138910808061e+12,-2.922873712688531e+11,-4.876964958802102e+03,1.206190737973511e+04,-7.836300303154606e+04,-2.675527684583195e+04,-1.642369237916780e+35
2.282239145598193e+07,7.236165877584005e+11,2.895013456282621e+11,-1.131075512660823e+12,-2.932900131053264e+11,-4.884607096483010e+03,1.205885271953359e+04,-7.835944807378021e+04,-2.675435535269732e+04,-1.642369237916779e+35
2.285986664720686e+07,7.234333930073326e+11,2.899531961279924e+11,-1.134011981646572e+12,-2.942926204867028e+11,-4.892247362747658e+03,1.205579326267463e+04,-7.835591207430452e+04,-2.675343801957019e+04,-1.642369237916779e+35
2.289734183843179e+07,7.232499119709374e+11,2.904049318841311e+11,-1.136948318472926e+12,-2.952951935683650e+11,-4.899885754642161e+03,1.205272901025166e+04,-7.835239488147091e+04,-2.675252481904291e+04,-1.642369237916779e+35
2.293481702965672e+07,7.230661447195126e+11,2.908565527169841e+11,-1.139884523841853e+12,-2.962977325046731e+11,-4.907522269213205e+03,1.204965996335984e+04,-7.834889634524642e+04,-2.675161572393875e+04,-1.642369237916779e+35
2.297229222088165e+07,7.228820913234666e+11,2.913080584468982e+11,-1.142820598449725e+12,-2.973002374489730e+11,-4.915156903508046e+03,1.204658612309607e+04,-7.834541631719166e+04,-2.675071070730962e+04,-1.642369237916780e+35
2.300976741210658e+07,7.226977518533184e+11,2.917594488942615e+11,-1.145756542987384e+12,-2.983027085536048e+11,-4.922789654574514e+03,1.204350749055901e+04,-7.834195465043976e+04,-2.674980974243375e+04,-1.642369237916780e+35
2.304724260333151e+07,7.225131263796976e+11,2.922107238795033e+11,-1.148692358140194e+12,-2.993051459699116e+11,-4.930420519461018e+03,1.204042406684905e+04,-7.833851119967559e+04,-2.674891280281358e+04,-1.642369237916780e+35
2.308471779455644e+07,7.223282149733446e+11,2.926618832230941e+11,-1.151628044588104e+12,-3.003075498482477e+11,-4.938049495216535e+03,1.203733585306834e+04,-7.833508582111530e+04,-2.674801986217345e+04,-1.642369237916779e+35
2.312219298578136e+07,7.221430177051101e+11,2.931129267455457e+11,-1.154563603005704e+12,-3.013099203379866e+11,-4.945676578890626e+03,1.203424285032077e+04,-7.833167837248619e+04,-2.674713089445747e+04,-1.642369237916780e+35
2.315966817700629e+07,7.219575346459556e+11,2.935638542674114e+11,-1.157499034062278e+12,-3.023122575875295e+11,-4.953301767533422e+03,1.203114505971197e+04,-7.832828871300690e+04,-2.674624587382738e+04,-1.642369237916780e+35
2.319714336823122e+07,7.217717658669529e+11,2.940146656092859e+11,-1.160434338421863e+12,-3.033145617443137e+11,-4.960925058195638e+03,1.202804248234933e+04,-7.832491670336793e+04,-2.674536477466037e+04,-1.642369237916780e+35
2.323461855945615e+07,7.215857114392845e+11,2.944653605918056e+11,-1.163369516743303e+12,-3.043168329548197e+11,-4.968546447928564e+03,1.202493511934196e+04,-7.832156220571241e+04,-2.674448757154700e+04,-1.642369237916780e+35
